Id;Goal;State;Launch;Deadline
8540863;3000;successful;06.01.2013, 03:02:01;08.02.2013, 00:59:00
8570944;25000;successful;16.02.2013, 18:34:38;02.04.2013, 17:34:38
8643959;4000;failed;15.10.2012, 21:34:11;14.12.2012, 22:34:11
8759288;250;successful;10.04.2013, 01:44:53;22.04.2013, 02:56:00
8928061;9000;successful;31.10.2012, 10:05:15;07.12.2012, 07:00:00
8964936;12000;failed;11.12.2012, 23:14:38;01.02.2013, 02:59:00
9052613;3000;failed;30.11.2012, 05:14:47;19.01.2013, 05:14:47
9148065;3400;failed;11.01.2013, 01:48:31;28.01.2013, 10:59:00
9151970;5000;successful;12.01.2013, 02:01:24;26.02.2013, 02:01:24
9233394;13500;successful;07.02.2013, 03:33:22;01.03.2013, 03:33:22
9267719;3000;failed;09.03.2013, 11:00:15;08.04.2013, 10:00:15
9428757;222;successful;26.03.2013, 10:01:04;20.04.2013, 10:00:00
9597051;900;successful;10.01.2013, 23:43:39;01.03.2013, 18:26:00
9600411;2000;successful;02.01.2013, 19:41:19;01.02.2013, 11:00:00
9613199;5000;successful;31.10.2012, 20:32:06;02.12.2012, 21:32:06
9934427;4400;successful;14.03.2013, 04:58:34;05.04.2013, 04:58:34
10212042;800;failed;19.11.2012, 19:55:12;19.12.2012, 19:55:12
10317886;550;successful;06.02.2013, 00:15:20;24.02.2013, 00:15:20
10485797;5000;failed;23.10.2012, 04:34:10;12.11.2012, 05:34:10
10839476;5000;successful;09.11.2012, 21:14:43;10.12.2012, 09:59:00
10930744;4000;failed;29.11.2012, 01:40:21;13.12.2012, 01:40:21
11001159;79000;failed;13.02.2013, 03:31:31;15.03.2013, 02:31:31
11671995;42000;successful;18.03.2013, 16:25:06;17.04.2013, 16:25:06
11844586;7600;successful;19.10.2012, 21:32:50;18.11.2012, 22:32:50
11889810;14823;successful;02.11.2012, 23:59:37;01.01.2013, 07:59:00
12090136;16600;successful;05.11.2012, 06:40:02;10.12.2012, 06:40:02
12216100;5500;failed;11.02.2013, 06:02:12;12.04.2013, 05:02:12
12461672;20000;successful;22.10.2012, 18:58:20;22.11.2012, 02:00:00
12542265;2650;successful;15.03.2013, 01:35:06;14.04.2013, 01:35:06
12683403;35000;successful;23.01.2013, 14:10:42;16.02.2013, 14:10:42
12704580;42700;failed;11.10.2012, 23:22:40;11.12.2012, 00:22:40
12794953;3000;failed;26.03.2013, 19:44:21;24.04.2013, 00:08:00
12881505;25000;failed;17.04.2013, 23:30:40;17.05.2013, 23:30:40
12942744;2000;failed;14.03.2013, 04:42:01;13.04.2013, 03:00:00
12976470;5000;failed;29.01.2013, 06:45:19;28.02.2013, 17:00:00
13004652;2867;failed;10.10.2012, 04:29:01;24.11.2012, 05:29:01
13143147;2000;successful;18.10.2012, 16:20:26;17.11.2012, 17:20:26
13203304;4000;failed;10.12.2012, 01:16:34;09.01.2013, 01:16:34
13581898;10000;failed;22.03.2013, 02:40:59;21.04.2013, 02:40:59
14035777;2500;successful;04.02.2013, 19:08:02;06.03.2013, 19:08:02
14048579;500;successful;14.02.2013, 19:30:18;01.03.2013, 19:30:18
14153312;300000;failed;23.02.2013, 00:58:16;26.03.2013, 06:59:00
14293250;1200;successful;19.03.2013, 21:43:28;09.04.2013, 21:43:28
14331004;3000;successful;21.11.2012, 19:26:57;21.12.2012, 19:26:57
14349072;10000;successful;30.11.2012, 12:47:24;06.01.2013, 07:58:00
14368921;900;failed;26.04.2013, 15:24:16;10.05.2013, 15:24:16
14742419;3000;successful;15.02.2013, 19:51:57;17.03.2013, 18:51:57
14853338;15000;failed;22.03.2013, 16:13:58;22.04.2013, 21:00:00
14858372;5000;successful;14.12.2012, 23:42:01;03.01.2013, 23:42:01
14891897;12000;failed;15.03.2013, 04:47:12;12.04.2013, 05:00:00
14922249;3600;failed;20.03.2013, 03:30:43;19.04.2013, 03:30:43
14948596;3300;failed;31.10.2012, 07:55:00;10.12.2012, 08:55:00
14955739;10000;failed;22.12.2012, 03:42:40;25.01.2013, 07:58:00
14996683;16000;failed;12.02.2013, 08:02:03;16.03.2013, 06:57:00
15122854;10000;successful;14.03.2013, 16:28:47;13.04.2013, 16:28:47
15172968;2500;successful;04.04.2013, 22:33:21;30.04.2013, 23:13:00
15505419;8900;successful;30.11.2012, 22:11:35;03.01.2013, 07:04:00
15551496;2000;failed;16.03.2013, 02:00:26;10.04.2013, 02:00:26
15662872;25000;successful;22.11.2012, 01:30:41;22.12.2012, 01:30:41
15675990;5000;failed;01.11.2012, 02:16:17;01.12.2012, 02:16:17
15743362;5000;failed;21.02.2013, 17:30:28;23.03.2013, 16:30:28
15854185;2500;successful;05.02.2013, 00:59:47;21.02.2013, 07:59:00
15864187;5000;failed;29.03.2013, 01:58:29;11.05.2013, 00:28:00
16337980;3000;failed;21.11.2012, 01:46:33;20.01.2013, 01:46:33
16481115;75000;failed;22.11.2012, 03:01:08;22.12.2012, 09:59:00
16648292;700;failed;21.12.2012, 22:34:11;20.01.2013, 22:34:11
16902632;1500;successful;02.05.2013, 21:25:36;16.05.2013, 21:25:36
17062952;8000;failed;21.11.2012, 03:35:51;21.12.2012, 03:35:51
17146113;75;failed;02.04.2013, 18:25:56;09.04.2013, 18:25:56
17227581;1500;successful;12.12.2012, 23:33:25;11.01.2013, 23:33:25
17251870;2000;successful;04.12.2012, 22:25:02;03.01.2013, 22:25:02
17252396;5200;failed;01.02.2013, 01:58:16;03.03.2013, 01:58:16
17513049;6132;failed;20.09.2012, 18:32:03;20.10.2012, 18:32:03
17621885;10000;failed;16.10.2012, 22:59:01;30.11.2012, 23:59:01
17625744;30000;successful;30.01.2013, 20:26:45;03.03.2013, 20:26:45
17985749;2500;failed;22.02.2013, 00:15:27;23.03.2013, 23:15:27
18035541;60000;failed;18.12.2012, 00:17:57;20.01.2013, 00:17:57
18231975;6800;successful;10.02.2013, 22:11:51;12.03.2013, 22:11:51
18248295;2000;successful;05.02.2013, 01:10:00;08.03.2013, 01:10:00
18263429;20000;failed;18.12.2012, 09:24:59;17.01.2013, 09:24:59
18284129;1500;successful;06.02.2013, 00:41:32;08.03.2013, 00:41:32
18380423;19000;failed;04.04.2013, 02:01:43;04.05.2013, 02:01:43
18591317;1125;successful;20.02.2013, 05:22:07;04.03.2013, 07:00:00
18601699;5000;successful;14.12.2012, 09:28:37;02.02.2013, 07:59:00
18771463;3000;failed;03.05.2013, 21:13:34;18.05.2013, 21:13:34
18774545;5489;successful;19.03.2013, 01:30:21;18.05.2013, 01:30:21
18909549;3000;failed;22.10.2012, 23:05:03;17.11.2012, 00:05:03
18967473;2000;successful;25.01.2013, 02:31:16;15.02.2013, 11:00:00
18989078;7400;failed;12.12.2012, 20:23:29;03.01.2013, 20:23:29
19105019;9500;failed;06.04.2013, 22:53:16;04.05.2013, 22:53:16
19332924;27000;failed;15.03.2013, 07:44:12;22.04.2013, 02:00:00
19420300;17000;failed;16.11.2012, 03:56:32;15.01.2013, 03:56:32
19632293;3500;successful;23.03.2013, 07:01:06;23.04.2013, 07:01:06
19704780;5000;failed;10.10.2012, 18:52:53;17.11.2012, 02:37:00
19733431;6000;failed;05.04.2013, 17:33:47;20.05.2013, 17:33:47
19975574;2600;failed;24.04.2013, 21:05:50;15.05.2013, 21:05:50
20462098;40000;successful;17.12.2012, 04:25:24;15.02.2013, 04:25:24
20462148;1200;failed;09.10.2012, 23:50:05;16.11.2012, 03:08:00
20586164;30000;failed;27.12.2012, 16:33:04;31.01.2013, 16:33:04
20764220;20000;successful;18.03.2013, 23:45:36;30.04.2013, 20:00:00
20795090;20000;failed;16.11.2012, 01:44:06;16.12.2012, 01:44:06
20844156;5000;failed;09.04.2013, 21:01:47;20.05.2013, 16:00:00
21053166;1011;successful;15.03.2013, 01:17:19;14.04.2013, 01:17:19
21276479;40000;successful;06.02.2013, 17:57:27;08.03.2013, 17:57:27
21355735;179000;failed;28.12.2012, 05:33:21;28.01.2013, 11:00:00
21517840;150000;failed;20.02.2013, 20:02:17;22.03.2013, 19:02:17
21545461;10000;failed;20.03.2013, 06:01:51;19.04.2013, 06:01:51
21552389;10000;successful;19.02.2013, 23:56:58;09.03.2013, 10:59:00
21731513;14000;failed;10.01.2013, 05:23:16;09.02.2013, 05:23:16
21751098;12250;successful;14.01.2013, 21:04:51;18.02.2013, 21:04:51
21885067;2200;failed;14.11.2012, 01:17:05;14.12.2012, 01:17:05
21982598;2000;failed;21.12.2012, 06:26:42;05.01.2013, 06:26:42
22203912;3500;failed;24.10.2012, 02:26:11;08.12.2012, 03:26:11
22220495;1500;failed;24.04.2013, 03:17:01;21.05.2013, 07:00:00
22402910;1000;failed;20.11.2012, 08:54:46;20.12.2012, 08:54:46
22409267;2500;successful;14.12.2012, 16:19:37;11.01.2013, 08:30:00
23097167;500;successful;26.03.2013, 02:32:35;09.04.2013, 02:32:35
23144554;25000;failed;31.10.2012, 23:10:56;04.12.2012, 00:10:56
23449435;15000;successful;04.12.2012, 01:42:13;03.01.2013, 01:42:13
23634837;10000;failed;26.03.2013, 23:22:14;25.04.2013, 23:22:14
23637626;3000;successful;04.02.2013, 07:01:17;06.03.2013, 07:01:17
23682453;9000;successful;12.10.2012, 16:07:58;21.11.2012, 17:07:58
23724682;2500;successful;15.02.2013, 00:20:37;16.03.2013, 23:20:37
23809660;1600;successful;05.12.2012, 23:43:50;04.01.2013, 23:43:50
23933430;350;failed;07.05.2013, 01:19:44;14.05.2013, 01:19:44
23952793;2000;successful;22.02.2013, 06:25:45;24.03.2013, 05:25:45
23982958;2000;failed;03.12.2012, 20:24:39;02.01.2013, 20:24:39
24110328;1200;successful;28.12.2012, 05:19:47;27.01.2013, 05:19:47
24125178;2500;successful;26.03.2013, 03:56:52;16.04.2013, 00:00:00
24516202;150000;failed;20.02.2013, 17:51:54;06.04.2013, 16:51:54
24653052;32000;failed;20.11.2012, 03:43:41;11.12.2012, 03:43:41
24948166;4000;failed;19.04.2013, 17:18:20;04.05.2013, 17:18:20
25239436;10000;failed;26.01.2013, 04:31:14;25.02.2013, 04:31:14
25257107;750;failed;02.02.2013, 05:20:07;18.02.2013, 05:20:07
25720952;12500;successful;25.10.2012, 02:15:48;24.11.2012, 03:15:48
26230975;20000;failed;26.01.2013, 21:33:55;25.02.2013, 21:33:55
26353329;800;successful;10.04.2013, 20:04:06;09.05.2013, 23:00:00
26397210;2000;failed;19.10.2012, 21:11:02;03.12.2012, 22:11:02
26431998;15000;failed;11.12.2012, 04:12:00;09.02.2013, 04:12:00
26660503;50000;failed;01.01.2013, 21:53:55;02.03.2013, 21:53:55
26664610;15000;successful;01.12.2012, 01:19:20;16.12.2012, 01:19:20
26772931;11000;successful;08.03.2013, 21:30:55;08.04.2013, 20:30:55
27034341;10000;failed;04.12.2012, 01:29:18;18.01.2013, 01:29:18
27122762;5000;failed;26.11.2012, 00:18:39;16.12.2012, 05:00:00
27123691;9500;successful;03.04.2013, 19:00:40;10.05.2013, 08:11:00
27125290;500;successful;14.11.2012, 02:19:07;14.12.2012, 02:19:07
27218776;3500;successful;22.10.2012, 19:35:26;21.11.2012, 20:35:26
27261189;1000;failed;10.04.2013, 20:02:27;10.05.2013, 20:02:27
27378135;1500;successful;24.01.2013, 14:15:32;23.02.2013, 14:15:32
27525620;12000;successful;09.04.2013, 01:46:52;09.05.2013, 01:46:52
27528880;6512;failed;06.12.2012, 04:08:16;04.01.2013, 07:45:00
27534079;4000;failed;23.01.2013, 23:33:35;20.02.2013, 18:35:00
27548683;1200;failed;30.10.2012, 21:30:44;29.11.2012, 22:30:44
27569171;2000;failed;09.04.2013, 05:10:35;14.05.2013, 05:10:35
27697691;1000;successful;30.11.2012, 20:11:10;30.12.2012, 20:11:10
27782959;35000;failed;13.01.2013, 06:16:55;12.02.2013, 06:16:55
27843175;1700;failed;06.02.2013, 04:36:19;08.03.2013, 04:36:19
28037179;990;failed;14.10.2012, 03:27:11;15.11.2012, 04:27:11
28123926;3500;successful;12.03.2013, 04:32:26;27.04.2013, 06:55:00
28203965;800;successful;30.04.2013, 01:04:05;18.05.2013, 06:55:00
28332254;10000;successful;05.12.2012, 09:04:12;09.01.2013, 07:38:00
28402369;8500;failed;27.12.2012, 19:13:20;31.01.2013, 19:13:20
28631883;3300;failed;10.10.2012, 16:49:39;09.11.2012, 17:49:39
28803447;1500;successful;10.04.2013, 03:20:45;24.04.2013, 03:20:45
29013324;14500;successful;13.11.2012, 21:08:24;13.12.2012, 21:08:24
29317510;3000;successful;17.10.2012, 18:00:06;19.11.2012, 08:00:00
29497305;14333;failed;09.04.2013, 15:47:00;23.04.2013, 15:47:00
29534715;1200;failed;01.12.2012, 00:23:13;25.12.2012, 00:23:13
29638942;3500;successful;11.04.2013, 01:21:08;11.05.2013, 01:21:08
29735126;25000;successful;09.04.2013, 03:39:51;14.05.2013, 02:59:00
29977405;10000;successful;12.02.2013, 00:51:04;13.03.2013, 23:51:04
30249648;7000;failed;31.10.2012, 21:23:16;30.11.2012, 22:23:16
30313200;950;successful;22.02.2013, 22:54:50;24.03.2013, 21:54:50
30500543;20000;failed;23.10.2012, 01:40:27;22.11.2012, 02:40:27
30725134;1000;successful;17.04.2013, 21:01:33;02.05.2013, 21:01:33
30787830;4250;successful;24.10.2012, 21:22:47;02.12.2012, 04:00:00
30812014;65000;failed;06.11.2012, 06:32:39;16.12.2012, 05:00:00
31078929;800;successful;21.09.2012, 03:20:45;21.10.2012, 03:20:45
31082597;4800;failed;01.02.2013, 13:02:05;05.03.2013, 13:02:05
31504002;12000;failed;04.01.2013, 09:14:34;13.02.2013, 09:14:34
31665612;5000;failed;28.03.2013, 01:43:20;28.04.2013, 01:43:20
31713829;12000;failed;17.01.2013, 01:07:10;16.02.2013, 01:07:10
31946775;20000;successful;23.01.2013, 15:47:47;22.02.2013, 15:47:47
32155362;30000;successful;23.10.2012, 02:46:27;26.11.2012, 11:00:00
32197527;9000;successful;16.11.2012, 06:28:58;14.12.2012, 05:00:00
32201770;5000;failed;11.03.2013, 19:07:53;02.04.2013, 02:00:00
32222186;12500;successful;04.01.2013, 03:52:38;02.03.2013, 03:00:00
32325992;5000;successful;31.01.2013, 01:44:28;17.03.2013, 00:44:28
32329863;7000;failed;12.11.2012, 18:31:19;11.01.2013, 18:31:19
32334930;25000;failed;11.10.2012, 04:07:44;10.11.2012, 05:00:00
32777255;86756;failed;19.12.2012, 06:33:52;21.01.2013, 07:59:00
32969586;2000;successful;11.04.2013, 23:56:45;13.05.2013, 08:00:00
33621704;2000;successful;22.10.2012, 15:01:49;06.12.2012, 16:01:49
33672137;30000;successful;03.12.2012, 17:39:55;02.01.2013, 17:39:55
34064353;2000;successful;18.12.2012, 18:40:47;17.01.2013, 18:40:47
34410664;10000;failed;12.12.2012, 05:47:30;11.01.2013, 05:47:30
34539377;700;failed;07.12.2012, 23:26:03;21.12.2012, 23:26:03
34561906;800;failed;25.01.2013, 23:28:02;08.02.2013, 23:28:02
34705593;500;successful;16.01.2013, 03:57:02;15.02.2013, 03:57:02
34834570;7000;successful;20.02.2013, 11:02:12;22.03.2013, 10:02:12
34943964;30000;failed;14.02.2013, 14:23:52;31.03.2013, 13:23:52
35102946;30000;failed;05.03.2013, 00:24:49;21.04.2013, 06:59:00
35263625;800;successful;02.12.2012, 16:00:53;01.01.2013, 07:59:00
35280276;20000;successful;17.10.2012, 18:53:40;18.11.2012, 08:03:00
35374841;17000;failed;22.02.2013, 17:16:08;24.03.2013, 16:16:08
35462510;7500;successful;25.01.2013, 08:08:58;25.02.2013, 09:00:00
35515091;4400;failed;07.01.2013, 23:33:12;06.02.2013, 23:33:12
35516655;900;failed;05.01.2013, 05:00:31;02.02.2013, 13:00:00
35537030;10000;successful;12.10.2012, 20:10:21;23.11.2012, 01:00:00
35581303;15000;successful;15.10.2012, 21:41:05;14.12.2012, 22:41:05
35616328;679000;failed;02.02.2013, 22:49:26;03.04.2013, 21:49:26
35681713;14500;successful;16.02.2013, 01:16:07;10.03.2013, 01:16:07
35825761;9782;failed;23.02.2013, 00:41:01;28.03.2013, 23:41:01
35959134;9500;successful;17.01.2013, 19:32:14;16.02.2013, 19:32:14
36017344;10000;failed;17.03.2013, 15:58:30;16.04.2013, 15:58:30
36066859;5000;failed;20.02.2013, 05:52:36;22.03.2013, 04:52:36
36434195;7000;failed;18.12.2012, 19:51:54;19.01.2013, 07:40:00
36505378;1000;failed;15.01.2013, 22:26:55;14.02.2013, 22:26:55
36914136;2500;failed;06.12.2012, 07:29:20;16.12.2012, 07:29:20
37094814;3500;successful;21.03.2013, 18:37:04;25.04.2013, 18:37:04
37203075;1000;failed;23.12.2012, 08:09:28;22.01.2013, 08:09:28
37458501;7500;failed;27.11.2012, 02:57:58;27.12.2012, 02:57:58
37627159;5000;failed;10.01.2013, 00:19:23;15.02.2013, 08:07:00
37648668;13500;failed;14.03.2013, 20:49:13;13.04.2013, 20:49:13
37809963;550;successful;09.04.2013, 18:25:34;23.04.2013, 18:25:34
38225936;3500;successful;07.12.2012, 05:36:49;31.12.2012, 10:00:00
38274074;15000;successful;19.10.2012, 03:03:24;18.11.2012, 04:03:24
38395608;4500;successful;04.12.2012, 18:23:26;05.01.2013, 07:59:00
38654648;10500;failed;15.12.2012, 11:19:06;14.01.2013, 11:19:06
38661308;25000;failed;20.12.2012, 09:13:57;19.01.2013, 09:13:57
38714698;10000;failed;15.10.2012, 20:16:16;14.11.2012, 21:16:16
38738710;5000;successful;13.12.2012, 23:50:34;14.01.2013, 01:59:00
38748428;5000;failed;20.04.2013, 00:44:44;20.05.2013, 15:12:00
39019311;600;successful;08.04.2013, 22:52:58;24.04.2013, 16:17:00
39098640;7000;successful;13.03.2013, 04:31:39;13.04.2013, 07:00:00
39105057;175000;failed;29.03.2013, 20:31:50;08.05.2013, 19:31:50
39178138;5000;successful;22.03.2013, 19:29:51;21.04.2013, 19:29:51
39264404;30000;successful;16.03.2013, 09:10:22;15.04.2013, 09:10:22
39526070;800;successful;01.12.2012, 02:09:30;25.12.2012, 01:00:00
39636623;3000;successful;06.02.2013, 02:45:18;18.03.2013, 19:00:00
39839552;5000;successful;24.10.2012, 05:39:35;30.11.2012, 05:00:00
39972512;250000;failed;14.11.2012, 05:30:31;15.12.2012, 05:34:00
39982076;2000;failed;29.10.2012, 05:25:18;28.12.2012, 06:25:18
40116112;4500;failed;14.11.2012, 12:59:46;28.11.2012, 12:59:46
40610708;10000;failed;05.11.2012, 18:01:28;05.12.2012, 18:01:28
40642823;3600;failed;28.03.2013, 21:26:15;27.04.2013, 21:26:15
40645910;1000;successful;02.11.2012, 18:47:33;01.01.2013, 19:47:33
40698746;900;failed;24.01.2013, 08:58:24;23.02.2013, 08:58:24
40721659;13750;failed;26.11.2012, 20:31:40;10.01.2013, 20:31:40
40779270;5000;successful;04.04.2013, 17:48:52;04.05.2013, 17:48:52
40988456;20000;successful;15.02.2013, 21:44:41;12.03.2013, 20:44:41
41018661;20000;failed;21.02.2013, 01:00:33;23.03.2013, 00:00:33
41104626;560;successful;29.01.2013, 21:37:01;21.02.2013, 07:30:00
41313651;10000;failed;29.01.2013, 20:40:43;28.02.2013, 20:40:43
41369413;5000;successful;26.03.2013, 03:55:28;25.04.2013, 03:55:28
41425652;2000;failed;18.10.2012, 01:53:59;30.10.2012, 00:00:00
41619967;30000;successful;26.03.2013, 20:01:21;25.04.2013, 20:01:21
41806342;5000;successful;19.04.2013, 15:46:20;19.05.2013, 15:46:20
42190918;8500;successful;27.03.2013, 22:20:34;26.04.2013, 22:20:34
42307896;30000;successful;11.04.2013, 22:23:31;09.05.2013, 02:00:00
42346895;1000;successful;21.03.2013, 19:20:35;20.04.2013, 19:20:35
42394339;8000;failed;09.01.2013, 20:59:52;04.02.2013, 19:00:00
42435792;6000;failed;07.12.2012, 04:12:57;06.01.2013, 04:12:57
42585195;3000;failed;14.01.2013, 01:01:20;13.02.2013, 01:01:20
42650483;24873;failed;12.01.2013, 05:03:03;02.02.2013, 05:03:03
42740084;37000;successful;03.04.2013, 00:30:02;20.04.2013, 03:23:00
42829223;3000;failed;10.12.2012, 23:18:49;09.01.2013, 23:18:49
43353952;17000;successful;16.10.2012, 06:22:31;18.11.2012, 07:22:31
43627090;1800;successful;15.11.2012, 22:34:32;18.12.2012, 08:59:00
43740196;15000;failed;18.03.2013, 21:14:21;17.04.2013, 21:14:21
43779837;4400;failed;09.01.2013, 05:28:35;08.02.2013, 05:28:35
44059064;7500;successful;10.01.2013, 17:19:40;01.02.2013, 06:00:00
44070429;3000;failed;14.03.2013, 09:48:39;13.04.2013, 09:48:39
44244343;5000;failed;02.11.2012, 22:17:44;05.12.2012, 23:17:44
44392808;500;successful;14.11.2012, 01:06:50;07.12.2012, 11:00:00
44901305;1000;successful;20.02.2013, 03:27:24;15.03.2013, 19:00:00
44917324;1400;failed;30.01.2013, 00:21:09;15.03.2013, 23:21:09
44962485;1000;successful;29.11.2012, 02:32:40;29.12.2012, 02:32:40
45227119;600;successful;14.03.2013, 02:04:57;28.04.2013, 02:04:57
45686237;11000;successful;14.03.2013, 20:24:48;04.04.2013, 20:24:48
45752466;5000;successful;10.04.2013, 02:05:33;14.05.2013, 02:05:33
45894919;8800;failed;20.11.2012, 08:58:32;13.12.2012, 08:58:32
45998732;1000;failed;14.12.2012, 23:24:57;01.01.2013, 07:59:00
46184674;7500;failed;05.04.2013, 22:40:36;05.05.2013, 22:40:36
46448617;50;successful;29.10.2012, 20:48:37;28.11.2012, 21:48:37
46536304;20000;failed;13.04.2013, 00:32:36;13.05.2013, 00:32:36
46651903;3000;failed;01.12.2012, 06:20:44;15.12.2012, 06:20:44
46894049;42000;failed;28.12.2012, 02:06:19;01.02.2013, 01:59:00
47074843;375;failed;08.12.2012, 13:43:25;23.12.2012, 13:43:25
47088632;15000;failed;18.03.2013, 11:14:16;20.04.2013, 04:00:00
47299143;2000;failed;12.12.2012, 08:17:28;01.01.2013, 08:17:28
47344828;420;failed;18.12.2012, 05:59:35;28.12.2012, 11:00:00
47508414;15000;successful;25.10.2012, 16:17:54;17.12.2012, 07:00:00
47695195;500;successful;14.02.2013, 23:06:22;16.03.2013, 22:06:22
48050387;350;failed;26.01.2013, 07:31:58;25.02.2013, 07:31:58
48114687;8000;failed;28.10.2012, 19:57:27;11.11.2012, 10:09:00
48148703;70000;successful;24.01.2013, 07:53:13;17.02.2013, 10:59:00
48211191;6000;successful;01.11.2012, 23:33:49;31.12.2012, 07:59:00
48259587;1000;successful;08.04.2013, 19:59:57;28.04.2013, 02:45:00
48433599;5000;failed;21.02.2013, 01:01:25;22.04.2013, 00:01:25
48785628;1650;successful;15.10.2012, 19:26:13;14.11.2012, 20:26:13
48790977;5000;successful;20.03.2013, 23:08:58;09.05.2013, 23:08:58
48820992;1000;failed;20.02.2013, 01:59:07;21.04.2013, 00:59:07
49310447;7500;successful;21.03.2013, 14:57:44;20.04.2013, 06:59:00
49376210;18000;failed;08.10.2012, 14:05:00;17.11.2012, 15:05:00
49668284;3000;successful;30.11.2012, 23:33:33;30.12.2012, 23:33:33
49859530;1500;successful;18.03.2013, 23:33:55;17.04.2013, 23:33:55
